question_id,condition,prompt_version,source,domain,model_code,model_name,prompt_text,expected_answer,raw_output,token_count,truncated,long_output,thinking_tokens,logprob_mean,logprob_min,logprob_first,retry_count,error,timestamp
C1-001,C1,clear,triviaqa,general,M1,gemma3:27b-cloud,What was first worn by British soldiers in India in 1845?,Khaki,"Khaki clothing was first worn by British soldiers in India in 1845. Specifically, it was adopted by the Corps of Guides, a unit of the British East India Company army.



",41,0,0,0,,,,0,,2026-05-28T20:12:46
C1-001,C4,ambiguous,triviaqa,general,M1,gemma3:27b-cloud,What was first worn by British soldiers?,Khaki,"The earliest consistently worn item by British soldiers was the **leather jerkin** – a sleeveless or short-sleeved garment – dating back to the 16th century. Before that, armor and varied civilian clothing were common.



",48,0,0,0,,,,0,,2026-05-28T20:12:50
C1-002,C1,clear,triviaqa,general,M1,gemma3:27b-cloud,Which US gangster was released from Alcatraz prison in November 1939?,Al Capone,"Al Capone was **not** released from Alcatraz. He was transferred *to* Alcatraz in 1934 but later released on medical parole in **November 1939** due to neurosyphilis.



",49,0,0,0,,,,0,,2026-05-28T20:12:53
C1-002,C4,ambiguous,triviaqa,general,M1,gemma3:27b-cloud,Which US gangster was released from Alcatraz prison?,Al Capone,"Al Capone was **not** released from Alcatraz; he died there in 1947. 

**Alvin ""Creepy"" Karpis** was the last gangster to be officially released from Alcatraz, in 1976, after serving 26 years. However, he was transferred to McNeil Island Penitentiary before his actual release.



",76,0,0,0,,,,0,,2026-05-28T20:12:59
C1-003,C1,clear,triviaqa,general,M1,gemma3:27b-cloud,Of which tribe of Red Indians was Geronimo a chief,Apache,"Geronimo was a prominent leader and medicine man of the **Bedonkohe** Apache tribe. He also fought alongside other Apache groups like the Chiricahua and Warm Springs.



",39,0,0,0,,,,0,,2026-05-28T20:13:02
C1-003,C4,ambiguous,triviaqa,general,M1,gemma3:27b-cloud,Of which tribe of Red Indians was Geronimo a chief,Apache,"Geronimo was a prominent leader and medicine man of the **Bedonkohe** Apache tribe. He also fought alongside other Apache groups like the Chiricahua.



",36,0,0,0,,,,0,,2026-05-28T20:13:04
C1-004,C1,clear,triviaqa,general,M1,gemma3:27b-cloud,Which rank of the RAF is equivalent to Major in the British Army?,Squadron Leader,"Squadron Leader.



",6,0,0,0,,,,0,,2026-05-28T20:13:06
C1-004,C4,ambiguous,triviaqa,general,M1,gemma3:27b-cloud,Which rank of the RAF is equivalent to Major?,Squadron Leader,"Squadron Leader.



",6,0,0,0,,,,0,,2026-05-28T20:13:08
C1-005,C1,clear,triviaqa,general,M1,gemma3:27b-cloud,Name the capital city of the Canadian Province of British Columbia?,VICTORIA,"Victoria.



",4,0,0,0,,,,0,,2026-05-28T20:13:10
C1-005,C4,ambiguous,triviaqa,general,M1,gemma3:27b-cloud,Name the capital city of the Canadian Province?,VICTORIA,"Please specify *which* Canadian province you are asking about. Canada has ten provinces, each with its own capital city. 

For example:

*   **Ontario:** Toronto
*   **Quebec:** Quebec City
*   **British Columbia:** Victoria



",55,0,0,0,,,,0,,2026-05-28T20:13:13
C1-006,C1,clear,triviaqa,general,M1,gemma3:27b-cloud,Quitline is a system of centres to help people to quit what?,Tobacco or alcohol,"Smoking. 

Quitlines help people to quit smoking and tobacco use.



",17,0,0,0,,,,0,,2026-05-28T20:13:16
C1-006,C4,ambiguous,triviaqa,general,M1,gemma3:27b-cloud,Quitline is a system of centres to help people to quit what?,Tobacco or alcohol,"Smoking. 

Quitlines help people to quit smoking and tobacco use.



",17,0,0,0,,,,0,,2026-05-28T20:13:18
C1-007,C1,clear,triviaqa,general,M1,gemma3:27b-cloud,To what note is the top string on a six-string guitar normally tuned?,E,"E. 

(Specifically, E4 – the E in the fourth octave)



",19,0,0,0,,,,0,,2026-05-28T20:13:20
C1-007,C4,ambiguous,triviaqa,general,M1,gemma3:27b-cloud,To what note is the top string on a six-string guitar normally tuned?,E,"E. 

(Specifically, E4 – the E in the fourth octave)



",19,0,0,0,,,,0,,2026-05-28T20:13:22
C1-008,C1,clear,triviaqa,general,M1,gemma3:27b-cloud,"Named for its chairman, The Warren Commission published its final report on Sept 27, 1965. What event was it seated to investigate?",JFK Assassination,"The assassination of President John F. Kennedy.



",11,0,0,0,,,,0,,2026-05-28T20:13:24
C1-008,C4,ambiguous,triviaqa,general,M1,gemma3:27b-cloud,"Named for its chairman, The Warren Commission published its final report on Sept 27, 1965. What event was it seated to investigate?",JFK Assassination,"The assassination of President John F. Kennedy.



",11,0,0,0,,,,0,,2026-05-28T20:13:25
